# C_ID[1] C_NGAL[2] C_Z[3] G_ID[4] G_RA[5] G_DEC[6] G_Z[7] G_Z_ERR[8]
11	7	0.07154	394639	2.66353	+0.98871	0.07122	0.00000
11	7	0.07154	394679	2.66533	+0.98969	0.07120	0.00000
11	7	0.07154	394689	2.66720	+0.98654	0.07385	0.00000
11	7	0.07154	394683	2.66869	+0.98697	0.07370	0.00000
11	7	0.07154	394584	2.65966	+0.99429	0.07154	0.00000
11	7	0.07154	394600	2.66292	+0.99360	0.07325	0.00000
12	7	0.06832	105644	2.43724	+0.99802	0.06757	0.00000
12	7	0.06832	105549	2.43587	+1.00383	0.06832	0.00000
12	7	0.06832	105537	2.43523	+1.00597	0.06876	0.00000
12	7	0.06832	105555	2.43730	+1.00166	0.06789	0.00000
12	7	0.06832	105545	2.43639	+1.00226	0.06771	0.00000
12	7	0.06832	105546	2.43628	+1.00991	0.06837	0.00000
12	7	0.06832	122623	2.43526	+1.01155	0.06968	0.00000
13	6	0.06403	369157	2.71782	+0.94356	0.06288	0.00000
13	6	0.06403	369224	2.72525	+0.94489	0.06463	0.00000
13	6	0.06403	369228	2.72936	+0.94551	0.06373	0.00000
13	6	0.06403	369221	2.73046	+0.94572	0.06417	0.00000
13	6	0.06403	369181	2.71636	+0.94507	0.06389	0.00000
13	6	0.06403	369190	2.72177	+0.94078	0.06420	0.00000
14	6	0.06635	367332	2.54248	+0.88419	0.06618	0.00000
14	6	0.06635	367653	2.54418	+0.88450	0.06637	0.00000
14	6	0.06635	367663	2.54284	+0.89358	0.06633	0.00000
14	6	0.06635	367657	2.54454	+0.88821	0.06386	0.00000
14	6	0.06635	367694	2.53531	+0.89421	0.06666	0.00000
14	6	0.06635	367325	2.53731	+0.89396	0.06669	0.00000
15	6	0.06556	166365	2.47328	+0.95623	0.06589	0.00000
15	6	0.06556	166560	2.46857	+0.96195	0.06524	0.00000
15	6	0.06556	166078	2.46872	+0.96182	0.06566	0.00000
